query-id,product1,product2,product3,product4,product5
76,103046630,103037513,103006444,103037162,103050062
77,100469470,103061967,103039172,103065786,103014612
78,103011984,103009607,103065564,103037702,103045416
79,103041946,103026310,103032365,103056386,103054187
80,103035116,103008923,103043804,103050285,103035152
81,103050967,103001170,103009419,103024572,103011136
82,103038547,103044051,103047276,103055070,103045884
83,103020626,103040379,103006822,103001114,103049843
84,103003764,103005301,103010349,103024320,103061043
85,103039172,103012954,103012458,103022359,103014612
86,103023725,103017895,103064946,103042293,103010481
87,103047020,103030815,103051855,103001684,103065504
88,103039762,103035514,103040758,103059335,103038588
89,103039766,103015213,103061275,101293512,103050734
90,103000968,103028260,103007432,103042340,103022287
91,103013947,103052301,103061868,103063178,103058148
92,103025866,103012582,103024376,103006161,103010090
93,103025901,103063542,103048313,103002185,103051390
94,103066157,103020783,103018121,103050504,103014301
95,103041610,103001665,103062742,103054964,103050916
96,103015577,103031990,103003898,103048234,103030142
98,103056822,103006161,103050245,103049292,103057949
99,103020255,103067011,103007221,103060830,103035830
100,103023481,103028489,103028674,103062605,103005123
101,103049551,103056181,103056935,103026513,103066768
102,103032124,103033738,103043016,103044794,103036369
103,103042121,103028639,103052684,103033801,103019151
104,103002564,103037328,103021012,103045029,103066808
105,103026886,103042434,103065084,103012954,103052577
106,103064122,103036469,103053298,103039780,103019169
107,103015672,103009584,103045480,103010168,103043684
108,103022704,103016712,103017353,103025726,103012489
109,103027403,103052206,103010090,103065874,103005410
110,103052445,103006866,103064596,103038580,103037913
111,103045884,103044850,103059443,103038650,103009841
112,103032753,103024849,103018551,103053751,103008494
113,103054401,103007007,103015952,103064878,103048210
114,103049292,103015592,103056822,103014932,103050245
115,103020318,103053330,103005010,103012576,103044661
116,103027403,103028474,103010162,103023516,103048717
117,103043743,103059046,103017439,103032753,103028408
118,103066907,103057401,103057280,103019373,103045794
119,103045064,103037089,103055978,103047093,103000170
120,103023725,103060493,103033033,103028640,103010481
121,103048064,103030823,103037953,103035034,103024298
122,103012842,103021137,103057932,103002018,103030655
123,103007239,103045852,103015171,103057779,103000873
124,103000005,103029805,103049317,103042999,103064506
125,103034906,103048730,103062116,103015437,103024481
126,103002711,103017233,103022168,103035674,103006073
127,103065339,103006160,103023404,103021493,103026936
128,103022298,103038304,103054645,103022316,103041906
129,103027403,103054552,103062116,103065874,103023202
130,103026386,103047846,103064887,103055255,103064721
131,103039172,103014612,103061967,103001114,103012954
132,103063237,103040476,103032753,103038656,103008494
133,103061297,103022379,103034865,103041980,103012159
134,103055936,103031979,103066125,103058751,103015277
135,103052175,103060450,103027903,103042990,103018415
136,103043878,103033603,103015042,103012130,103030388
137,103040822,103033375,103058929,103035292,103003699
138,103008735,103042519,103008159,102909175,103038654
139,103025638,103039739,103000912,103024027,103000410
140,103044730,103021343,103066110,103041178,103010586
141,103055836,103006139,103013578,103011092,103031927
142,103055371,103056799,103019373,103060556,103042080
143,103063056,103043409,103023738,103030929,103066220
144,103061063,103049979,103012743,103012582,103037677
145,103000825,101442583,103001294,103014656,103022601
146,103004473,103012954,103023059,103039172,103024021
147,103050658,103021754,103043801,103053666,103057142
148,103018146,103028220,103053170,103037717,103057947
149,103029204,103005561,103015256,103052655,103028265
150,103030330,103027507,103064447,103042853,103035477
151,103004021,103001626,103008664,103060883,103004118
152,103034895,103005305,103003824,103026773,103034832
153,103034994,103037913,103045682,103035140,103048626
154,103019683,103024376,103007125,103060444,103038618
155,103030488,103012391,103021899,103017561,103017996
156,103053022,103062116,103020758,103039515,103043415
157,103004143,103024325,103045852,103019072,103043115
158,103059414,103051635,103049051,103053952,103018967
159,103024265,103044757,103017947,103043943,103039766
160,103028720,103010211,103039845,103060937,103016636
161,103056501,103052130,103006062,103055492,103021890
162,103001812,103024338,103047839,103051449,103018448
163,103041386,103024722,103039206,103063052,103028387
164,103007540,103016636,103004896,103018748,103015833
165,103004211,103066697,103028537,103022145,103020941
166,103011124,103014223,103060543,103022031,103041296
167,103026577,103040346,103019424,103046720,103050792
168,103012171,103031950,103000635,103055821,103065500
169,103064972,103061272,103013528,103052211,103008330
170,103002276,103002635,103009166,103039517,103044352
171,103047706,103062303,103064239,103063229,103011879
172,103052195,103024976,103049603,103017991,103003202
173,103029561,103039793,103016449,103048064,103035559
174,103025882,103002711,103017233,103027688,103055945
175,103057634,103039083,103000780,103006062,103041933
176,103054986,103043733,103022722,103022820,103064507
177,103048531,103026535,103004325,103017870,103010745
178,103050163,103060318,103025222,103031807,103018396
179,103036786,103061577,103054546,103057626,103006780
180,103036221,103045808,103026157,103041409,103058513
181,103027403,103024376,103060444,103026104,103063578
182,103027352,103028053,103062572,103030635,103035166
183,103035567,103036001,103064754,103037344,103010249
184,103028000,103038569,103057463,103051041,103041192
185,103038763,103038033,103052733,103007890,103016614
186,103035237,103005120,103042316,103008154,103045694
187,103057325,103053120,100859467,103057533,103039198
188,103050560,103025941,103054573,103033795,103017654
189,103051631,103020188,103002250,103038033,103036738
190,103044445,103005480,103011048,103016997,103038721
191,103045257,103040507,103002022,103066837,103022672
192,103007811,103064253,103012544,103051141,103061613
193,103006761,103048041,103041789,103021063,103064746
194,103055490,103049392,103039255,103003867,103030238
195,103051645,103024376,103028643,103026104,103008990
196,103036469,103062862,103048788,103047276,103055488
197,103026104,103012215,103052394,103063825,103007125
198,103015982,103046523,103027403,103003065,103053162
199,103060469,103040184,103021243,103009579,103023404
200,103008480,103044618,103019373,103020508,103045794
201,103009401,103041542,103064349,103033932,103040607
202,103046923,103061605,103053578,103063122,103032009
203,103043108,103038404,103028364,103005858,103057477
204,103050738,103052394,103040978,103055736,103053162
205,103043524,103040978,103033559,103019754,103066801
206,103059656,103039389,103018884,103066329,103051479
207,103030638,103040770,102797342,103026869,103022660
208,103025778,103015024,103021059,103051622,103026104
209,103022298,103016712,103038062,103010089,103023483
210,103037745,103027766,103018845,103001031,103044954
211,103049587,103016133,103013064,103022265,103008168
212,103045709,103015843,103052122,103016534,103062885
213,103054258,103061047,103048354,103006616,103063122
214,103035278,103013945,103007036,103061835,103060426
215,103036093,103049980,103046528,103039623,103007069
216,103040071,103000768,103049695,103024037,103016152
217,103018871,103064824,103011690,103065526,103006062
218,103066568,103000497,103053182,103060126,103035048
219,103009509,103029681,103036058,103057779,103062355
220,103015818,103043739,103047889,103027031,103055669
221,103035086,103049051,103007381,103029804,103036156
222,103045884,103005827,103054006,102286022,103013510
223,103056985,103009272,103035013,103009576,103040563
224,103013861,103002502,103014556,103044502,103003346
225,103045573,103036197,103045884,103038650,103030628
226,103011688,103041495,103013489,103027352,103017563
227,103064047,103048770,103047849,103064283,103024320
228,103051404,103059737,103005897,103064159,103041263
229,103024762,103048353,103029829,103009221,103064283
230,103035153,103062572,103030635,103014889,103044881
231,103007245,103047230,103009221,103001855,103027251
232,103040379,103039172,103061967,103012954,103059875
233,103018309,103029853,103036469,103047492,103007829
234,103004603,103055377,103039202,103064913,103038657
235,103039954,103011635,103004642,103065342,103048651
236,103048125,103064602,103024713,103016357,103004543
237,103020273,103038128,103044985,103019011,103065523
238,103050722,103058400,103048840,103054417,103037625
239,103033443,103020815,103019668,103016863,103022046
240,103063663,103010833,103047093,103046584,103024400
241,103006117,103052491,103014642,103016784,103006984
242,103024469,103021977,103049422,103006062,101066882
243,103008053,103043894,103038025,103059628,103011870
244,103064224,103010302,103020024,103016215,103045793
245,103022500,103023141,103028392,103004008,103003338
246,103043823,103047728,103007975,103028841,103065424
247,103040476,103003943,103001852,103058491,103013754
248,103008934,103041328,103018553,103062234,103031438
249,103007973,103042550,103063569,103017624,103052495
250,103025829,103043052,103006062,103039206,103049878
251,100469470,103010619,103061967,103012954,103052577
252,103016410,103061718,103017300,103003334,103019810
253,103024154,103017143,103039455,103054457,103021874
254,103047421,103064037,103004896,103026330,103016670
255,103009519,103027664,103035180,103016201,103059052
256,103040240,103037807,103011391,103038958,103030541
257,103060707,103057074,103032999,103005717,103012563
258,103042609,103026106,103009059,103030530,103019647
259,103023725,103046854,103065504,103010481,103042293
260,103016601,103014319,103012582,103024376,103043539
261,103037962,103001855,103017208,103058333,103055065
262,103016116,103026290,103009813,103035229,103036737
263,103014080,103009889,103001841,103036237,103008101
264,103028865,103063425,103045207,103056822,103039537
265,103061630,103042253,103037241,103043381,103049746
266,103011767,103039899,103029379,103064438,103008836
267,103040379,103014612,103012954,103001114,103001897
268,103042576,103030619,103023908,103034355,103064221
269,103027804,103031281,103034993,103044534,103021755
270,103056822,103039899,103050245,103029379,103064438
271,103009221,103008498,103032161,103063281,103015376
272,103050230,103024677,103024325,103010730,103014034
273,103035304,103040535,103039206,103016095,103060123
274,103025708,103001655,103035083,103014073,103051225
275,103017506,103040476,103065749,103043620,103014121
276,103000005,103064650,103023404,103001636,103065339
277,103054922,103065693,103041986,103039355,103034597
278,103035278,103036381,103015317,103021814,103022409
279,103024376,103037421,103007125,103061637,103003347
280,103035077,103051025,103039206,103011372,103006062
281,103062432,103066801,103006897,103043524,103053162
282,103014779,103009813,103032359,103036020,103013489
283,103018819,103025839,103056760,103003166,103052949
284,103054173,103037675,103032704,103047946,103017534
285,103021594,103059612,103032181,103006502,103005751
286,103023123,103006850,103030183,103039168,103005751
287,103048273,103032003,103016727,103049679,103033149
288,103026213,103011768,103053881,103046381,103065356
289,103015833,103030792,103036195,103063725,103003666
290,103001414,103010090,103057745,103007092,103009490
291,103012664,103017996,103017933,103054187,103032359
292,103000960,103052577,103014612,103013412,103012954
293,103059449,103023066,103030356,103015032,103030492
294,103010090,103065874,103013823,103043360,103013479
295,103058011,103034606,103039151,103002927,103063261
296,103018639,103066186,103009025,103023456,103003423
297,103030935,103009759,103022168,103002472,103038889
298,103054130,103058919,103015032,103051714,103050629
299,103043468,103056822,103010245,103015124,103039748
300,103029306,103022922,103022234,103011703,103056977
301,103001997,103035292,103014670,103030651,103041683
302,103017197,103022514,103044203,103014124,103042564
303,102026019,103025608,103002346,103045287,103039161
304,103060154,103005091,103015572,103052392,103059035
305,103042801,103016184,103028435,103026678,103006407
306,103050259,103047676,103041329,103023465,103017388
307,103007018,103054302,103037639,103056769,103054801
308,103012172,103030051,103066951,103057397,103040326
309,103007053,103031293,103060043,103056793,103053476
310,103033457,103043865,103035637,103026786,103047576
311,103003982,103062170,103058654,103005487,103032660
312,103049141,103057211,103064285,103018048,103022864
313,103041469,103010066,103049876,103026477,103047932
314,103005871,103027428,103061784,103041411,103020586
315,103053947,103006970,103038203,103037178,103009739
316,103013253,103049076,103013035,103016678,103058722
317,103020705,103038581,103008036,103011849,103026786
318,103046213,103050177,103023750,103003717,103002323
319,103042891,103035112,103018233,103009644,103021045
320,103058568,103058728,103054780,103037856,103038371
321,103039172,103019716,103012954,103014612,103040379
322,103059587,103028894,103033789,103030580,103038223
323,103000934,103043897,103010015,103032424,103037885
324,103010887,103030586,103019259,103021240,103042154
325,103011985,103034594,103056145,103002017,103026136
326,103041870,103014360,103065789,103030720,103026609
327,103058345,103058046,103041848,103066095,103020220
328,103063310,103030141,103024342,102025955,103027109
329,103065504,103023725,103010481,103001684,103055380
330,103014635,103002992,103041476,103066595,103056347
331,103001996,103028525,103048036,103052424,103056906
332,103019463,103050114,103012043,103030720,103006455
333,103002725,103048983,103016132,103009387,103032309
334,103062355,103060368,103045852,101039892,103027036
335,103037438,103008224,103055760,103010188,103054573
336,103033328,103054401,103055323,103049174,103010890
337,103036197,103011464,103020891,103052445,103038300
338,103038534,103062872,103036197,103005762,103032434
339,103003465,103013331,103052500,103053565,103033759
340,103011548,103025624,103057020,103025736,103039599
341,103038534,103014176,103042718,103057708,103054401
342,103013783,103036781,103018848,103044754,103043231
343,103019667,103040379,103012954,103061967,103057768
344,103006062,103057992,103020618,103011352,103039206
345,103006062,103037969,103035979,103039206,102233495
346,103003480,103019781,103033453,103030291,103007230
347,103021339,103058052,103004554,103015285,103006856
348,103005634,103009656,103028714,103029911,103020527
349,101445036,103025096,103002636,103025563,103043871
350,103041688,103036644,103022458,103060151,103004639
351,103039656,103045267,103016184,103017521,103057748
352,103026564,103065816,103050620,103019308,103038681
353,103056827,103036323,103055604,103015787,103050201
354,103046772,103052779,103004327,103063495,103025084
355,103027209,103047675,103064463,103020925,103047893
356,103037841,103057409,103007770,103033079,103003767
357,103066229,103037283,103033041,103017655,103049714
358,103005014,103038082,103027294,103059885,103048396
359,103042790,103044482,103033947,103012726,103020768
360,103065900,103011809,103006289,103023746,103045402
361,103023805,103051277,103000918,103045422,103010607
362,103040357,102000432,103019208,103051905,103036469
363,103017068,103023802,103047428,103015265,103042016
364,103007230,103039795,103003589,103013031,103024562
365,103066145,103002563,103045884,103002338,103064027
366,103040229,103003867,103038650,103055636,103021244
367,103006359,103000323,103026293,103039627,103036110
368,103063340,103000005,103007929,103017090,103005339
369,103008023,103021188,103049368,103058813,103023924
370,103034273,103008262,103009165,103008968,103036726
371,103066155,103048086,103049743,103033689,103066388
372,103025184,103044003,103002013,103048774,103033318
373,103019076,103018748,103063539,103044203,103023440
374,103065833,103042685,103030954,103066697,103008087
375,103016012,103030601,103014220,103049984,103040469
376,103028851,103023616,103027352,103062815,103003510
377,103012954,103014612,103006733,100469470,103066227
378,103014510,103029259,103058189,103001807,103020558
379,103057610,103057517,103055817,103050449,103052264
380,103039576,103064426,103053935,103051453,103050166
381,103024905,103038062,102510617,103000582,103022316
382,103025866,103010205,103053162,103019307,103057184
383,103043694,103010167,103061948,103025620,103064897
385,103058897,103034271,103005170,103052728,103053181
386,103062572,103015836,103027352,103050710,103052613
387,103064566,103064458,103030635,103011147,103060249
388,103017010,103035601,103005305,103055178,103050905
389,103019257,103014217,103013363,103054895,103011284
390,103035626,103058264,103064812,103030074,103042048
391,103001679,103030519,103064952,103063537,103030720
392,103017068,100423935,103058510,103015265,103001364
393,103002276,103026252,103015379,103021801,103046371
394,103064061,103021598,103007818,103019467,103031998
395,103012954,103054767,103040379,103050383,103008352
396,103052693,103033051,103052445,103057782,103022431
397,103044507,103009272,103053661,103054533,103045884
398,103032930,103026668,103021114,103027985,103052604
399,103023967,103007715,103055797,103031428,103015447
400,103025452,103006988,103010018,103007983,103015804
401,103016093,103003376,103039661,103049148,103063782
402,103064602,103048125,103008998,103065504,103010481
403,103024487,103001508,103015321,103058550,103051133
404,103033297,103032315,103014127,103062293,103019789
406,103003972,103024954,103058633,103065216,103039687
407,103020742,103010616,103010705,103050723,103047788
408,103066596,103014988,103043601,103036197,103021283
409,103011817,103005098,103020263,103038505,103045606
410,103062116,103020638,103024376,103065874,103010090
411,103039939,103066625,103033592,103021594,103056256
412,103022491,103043523,103059167,103053270,103036135
413,100469470,103001114,103040379,103012954,103053700
414,103056985,103056903,103021227,103020300,103027522
415,103023949,103055068,103039600,103053910,103020150
416,103039769,103063384,103061166,103058092,103015806
417,103028809,103012249,103008011,103019889,103066633
418,103037814,103039226,103043830,103030442,103028237
419,103012376,103014465,103006825,103049154,103049126
420,103061859,103054389,103022723,103052255,103041292
421,103023419,103030510,103063588,103029823,103037178
422,103015716,103020616,103034572,103066396,103012928
423,103008153,103059817,103041705,103032268,103034269
424,103032305,103007668,103051914,103027069,103032264
425,103019350,103002579,103061784,102363924,103008716
426,103064370,103030295,103030964,103040892,103003568
427,103062572,103030635,103048277,103045129,103014889
428,103011864,103038686,103041092,103016093,103001813
429,103040379,103019857,100469470,103014612,103026571
430,103045893,103027047,103012774,103053866,103055592
431,103062093,103010067,103038031,103008234,103003910
432,103063725,103017532,103006019,103026330,103029200
433,103021439,103012954,103061967,103031530,103063800
434,103061967,103012954,103012517,103047587,103022271
435,103047967,103062361,103013489,103048277,103028645
436,103061682,103035013,103014988,103015073,103003826
437,103038534,103064912,103004487,103012102,103062614
438,103047648,103027638,103050352,103012528,103040696
439,103027036,101828907,103060206,103060368,103046000
440,103064296,103058511,103033119,103014641,103056257
441,103039063,103019228,103066603,103029382,103039613
442,103009005,103029971,103001745,103060130,103015466
443,103022135,103029982,103056074,103021862,103002344
444,103013783,103000620,103036197,103028775,103015008
445,103014642,103021684,103023437,103057952,103052491
446,103029121,103029063,103050831,103040197,103021559
447,103007239,103061718,103027036,103008078,103015605
448,103006526,103016179,103014820,103046128,103038146
449,103015151,103053167,103010090,103052394,103018317
450,103052141,103006372,103008916,103015366,103054130
451,103055612,103048399,103006462,103045595,103015136
452,103007891,103013133,103057581,103018140,103031499
453,103047319,103050396,103014406,103063685,103047909
454,103010833,103006234,103037089,103056725,103047093
455,103013827,103054714,103044203,103029200,103051883
456,103040476,103014121,103035344,103033420,103008253
457,103027403,103052394,103007125,103016552,103002705
458,103000622,103025629,103055529,103019267,103056475
459,103027403,103010162,103043735,103003347,103007125
460,103026330,103035136,103025110,103014124,103029200
461,103063725,103009477,103026330,103035849,103047047
462,103023725,103020645,103017279,103019615,103010481
463,103019876,103050572,103054100,103022323,103039596
465,103000497,103020300,103012102,103062614,103046279
466,103045809,103013225,103002935,103044092,103027897
467,103066740,103018276,103024099,103053726,103053763
468,103052693,103054401,102089923,103042224,103015215
469,103000177,103053435,103053625,103046616,103027897
470,103043028,103030209,103036469,103042402,103027174
471,103015545,103045884,100463263,103029840,103026464
472,103035110,103008486,103045593,103010340,103009272
473,103014262,103021574,103007093,103037006,100130164
474,103016636,103033158,103029148,103026330,103065471
475,103027403,103012582,103024376,103065874,103025866
477,103053962,103006139,103046103,103039418,103004575
478,103046672,103020963,103019333,103000110,103016624
479,103039303,103023546,103052642,103006938,103058238
480,103058103,103015404,103032487,103051548,103006432
481,103009806,103050691,103000928,103061695,103065379
482,103029936,103031036,103058181,103056292,103009358
483,103037948,103048575,103039182,102305359,103022465
484,103016372,103012441,103037881,103009569,103027104
485,103033302,103016919,103005961,103033228,103056184
486,103062955,103061437,103012954,103007728,103039172
487,103047093,103021097,103019962,103048594,103048333
488,103050016,103015504,103035034,103064429,103063598
489,103006234,103035607,101797370,103024173,103024400
490,103017496,103053161,103056822,103018705,103021463
491,103037358,103062361,103050769,103062572,103061527
492,103011252,103022032,103004048,103003502,103019090
493,103012899,103021515,103055516,103003791,103007906
494,103018450,103063444,103003284,103036892,103054220
495,103039172,103026948,103040379,100023453,103005596
496,103032454,103025866,103065874,103010090,103024376
497,103059212,103036453,103048125,103047858,103023803
498,103002305,103036156,103027579,103024090,103007615
499,103032000,103043730,103063718,103013291,103006495
500,103000152,103058361,103043007,103011593,103056110
501,103061371,103014626,103035062,103034343,103010958
502,103006161,103056822,103057949,103008836,103065440
503,103042074,103035598,103025866,103007789,103054266
504,103050245,103028517,103006161,103026270,103039899
505,103066879,103002881,103025866,103063312,103009771
506,103054295,103062796,103065874,103012653,103014001
507,103039172,103040379,103001114,103012954,100469470
508,103029804,103053545,103036737,103004563,103052001
509,103019073,103053202,103001814,103018539,103005230
510,103039466,103000072,103028041,103062954,103025484
511,103046179,103043914,103041953,103042707,103000380
512,103025866,103010786,103006161,103065874,103012582
513,103040379,103012954,103014612,103061967,103012458
514,103054343,103053932,103049165,103048037,103032359
515,103004297,103000283,103006000,103045435,103057019
516,103000022,103059346,103038996,103009078,103014087
517,103061764,102564440,103010646,103035615,103008513
518,103037843,103041707,103050165,103052597,103054585
519,103042637,103065014,103047795,103029234,103016106
520,103027245,103031806,103030436,103062009,103034148
521,103045257,103055052,103032849,103017254,103061106
522,103009815,103018872,103000578,103000879,103018490
523,103058969,103017543,103045257,103027954,103003792
524,103052242,103018507,103032753,103044654,103008494
525,103047767,103023729,103053868,103016579,103026962
526,103026655,103010055,103040042,103055514,103034710
527,103009553,103025402,103000617,103047839,103042251
528,103029156,103050759,103033280,103019088,103025268
529,103042718,103018309,103013783,103043231,103058405
530,103015213,103066549,103063173,103051344,103020731
531,103031018,103056317,103034446,103029479,103063276
532,103058575,103046280,103043258,103001016,103065471
533,103003895,103000880,103003702,103035244,103026811
534,103052633,103015275,103044555,103021464,103002453
535,103036327,103002042,103037746,103018050,103062332
536,103020487,103024898,103000271,103026462,103000930
537,103054044,103056196,103044472,103009922,103056201
538,103047506,103017954,103007847,103008804,103044472
539,103057244,103020947,103002420,103036183,103066524
540,103024682,103011840,103062955,103061967,103005227
541,103001209,103039931,103060917,103040884,103061293
542,103059075,103043932,103026883,103002201,103060582
543,103052661,103025884,103000442,103049372,103019325
544,103027993,103041025,103043594,103019415,103013063
545,103007081,103019699,103066012,103003564,103057912
546,103041016,103032511,103008894,103037572,103035856
547,103041940,103010948,103024700,103049701,103026627
548,103005004,103059349,103058920,103062285,103012177
549,103032237,103032510,103034163,103014539,103006076
550,103024376,103016249,103027403,103022288,103023259
551,103034015,103010718,103023567,103034140,103042223
552,103052693,103053478,103032937,103062614,103029068
553,103054401,103046166,103066640,103002276,103010534
554,103022056,103017838,103015566,103044843,103042616
555,103050136,103007996,103061683,102553459,103007844
556,103043549,103063885,103036062,103003774,103039956
557,103024090,103009813,103036020,103032359,103034118
558,103016133,103028251,103003006,103034391,103022265
559,103004600,103051405,103066052,103001346,103059310
560,103015845,103031389,103031053,103012201,103009747
561,103019373,103040224,103015366,103054130,103053158
562,103019522,103021360,103049950,103042771,103046841
563,103063345,103038756,103020917,103017679,103005770
564,103022725,103063017,103033056,103036469,103001908
565,103043496,103027403,103024376,103060103,103012582
566,103054187,103032359,103053005,103009012,103026731
567,103016764,103028922,103054401,103036469,103009857
568,103030530,103043042,103006158,103051404,103058719
569,103054536,103033119,103050595,103017978,103058697
570,103035697,103003760,103024338,103060879,103058991
571,103065668,103050245,103054835,103057381,103023516
572,103023308,103017632,103027078,103010590,103038893
573,103011679,103046717,103035157,103018758,103065424
574,103018847,103003670,103036883,103010089,103022316
575,103048662,103059694,103058659,103028205,103059677
576,103035735,103047029,103059437,103033921,103063456
577,103055614,103029147,103066799,103015089,103000291
578,103034171,103022640,103046197,103060225,103014346
579,103030638,102463072,103054941,103041858,103011157
580,103012069,103065356,103011920,103062173,103022470
581,103028431,103052415,103056890,103015961,103037134
582,103009698,103041037,103051404,103007317,103042046
583,103040499,103007214,103033334,103028463,103062591
584,103032221,103030530,103014193,103026106,103008865
585,103007679,103054555,103019221,103022680,103029273
586,103032359,103016890,103014889,103006921,103054187
587,103061412,103010803,103041640,100550060,103052995
588,103054187,103038697,103021966,103055842,103041449
589,103002970,103002563,103029330,102286022,103066559
590,103016882,103025307,103003885,103019186,103058113
591,103026290,103065888,103026239,103054187,103019033
592,103014900,103057803,103059867,103034941,103014647
593,103025812,103027012,103000790,103063214,103026163
594,103010459,103044333,103056291,103017462,103048607
595,103054213,101902314,103000960,103015740,103012954
596,103036469,103050653,103030653,103056216,103026560
597,103060856,103056732,103033828,103045504,103003929
598,103006062,103051031,103016048,103010968,103039206
599,103006062,103005496,103041758,103000477,103017983
600,103047051,103024376,103010162,103062116,103054681
601,103059030,103044729,103014030,103036156,103056159
602,103039172,103061967,100469470,103001114,103020138
603,103026259,103028561,103049137,103056300,103064726
604,103030557,103031432,103044472,103021755,103041897
605,103028362,103064228,103017377,103044175,103006836
606,103037578,103051986,103026502,103050124,103038824
607,103056822,103063425,103049292,103056163,103016792
608,103043367,103051868,103056822,103005918,103003834
609,103039172,103024299,103009640,103051946,103014612
610,103000371,103051986,103033983,103050828,103021431
611,103061797,103065132,103003832,103036817,103030833
612,103044601,103038421,103030551,103017917,103002242
613,103048353,103034933,103029829,103010349,103042459
614,103052220,103053147,103063964,103016261,103012882
615,103024684,103060671,103063124,103019702,103014575
616,103063221,101882083,103053489,103065927,103062655
617,103032953,103048100,103025664,103041582,103057411
618,103054873,103005942,103046596,103010331,103011616
619,103042401,103055239,103012774,103020758,103062116
620,103007176,103022990,103065572,103014631,103036790
621,103031118,103010030,103007527,103039651,103046376
622,103027403,103018602,103052394,103046558,103057745
623,103016063,103025332,103008005,103012256,103025259
624,103049885,103038033,103063185,103023785,103031224
625,103003645,103018276,103032642,103063437,103059829
626,103024115,103023333,103044957,103017581,103002766
627,103046835,103039954,103058835,103038738,103015765
628,103026853,103039580,103024935,103063980,103050245
629,103047035,103037017,103064128,103003678,103016205
630,103013408,103037004,103057733,103037700,103064564
631,103018381,103036575,103015338,103064886,103001763
632,103002891,103058363,103004211,103020941,103026521
633,103018370,103029636,103002360,103028611,103035886
634,103055447,103031078,103006491,103055571,103050102
635,103062766,103042663,103000422,103058933,103046348
636,103047228,103033104,103051983,103036594,103016030
637,103055318,103037220,103013077,103004972,103034596
638,103063693,103054240,103022134,103010585,103026071
